Id,Drafted
2781,0.4504096887887505
2782,0.7675706354706237
2783,0.9255668523360495
2784,0.8946680974728467
2785,0.8639248071076291
2786,0.5738489471271493
2787,0.011917179639151721
2788,0.5321529106260333
2789,0.7039049489733861
2790,0.759564295047506
2791,0.7387028156043204
2792,0.8907342585806917
2793,0.019233307724686753
2794,0.012340451175458816
2795,0.9676858189326107
2796,0.8418767050955146
2797,0.47862812191930304
2798,0.8462496952529551
2799,0.38788134242018035
2800,0.7286352238357287
2801,0.7537275510011747
2802,0.5305838539060921
2803,0.7644747698844391
2804,0.7542059763097235
2805,0.01638523057543297
2806,0.7223152137429075
2807,0.8363563675478499
2808,0.8128782457535878
2809,0.020092620599763834
2810,0.9877225333451461
2811,0.42022900545573644
2812,0.9931290307965452
2813,0.7826734340913395
2814,0.8686915033397823
2815,0.8548916974961903
2816,0.014868541882586777
2817,0.4778469128691346
2818,0.9768173195955925
2819,0.8200352313022523
2820,0.9454498009605211
2821,0.7814999789950661
2822,0.341984621310265
2823,0.8919889134787282
2824,0.532646137724052
2825,0.0105659605996568
2826,0.4429174613030917
2827,0.8290844978592868
2828,0.680546013403898
2829,0.9710553591865464
2830,0.7148914807197342
2831,0.8899156160174699
2832,0.7624411641434654
2833,0.9875764058977382
2834,0.5079006764660867
2835,0.007296785597339143
2836,0.018176135780495418
2837,0.49969454640473876
2838,0.008958764546989443
2839,0.45549214543648103
2840,0.8776285308735235
2841,0.8982581491441134
2842,0.4548199203885319
2843,0.7505430115441883
2844,0.9450764185037126
2845,0.007140032521104308
2846,0.48911160663413783
2847,0.5499608259377827
2848,0.48760039145142353
2849,0.007662645684427431
2850,0.5607776830720314
2851,0.7328025261644983
2852,0.7149483182523558
2853,0.45227172378069774
2854,0.8526727426168311
2855,0.006638176177488335
2856,0.7144149374436513
2857,0.9055833726034646
2858,0.95071463963453
2859,0.6137193539269048
2860,0.010949684523424735
2861,0.5277109475644731
2862,0.8653048806310729
2863,0.737668980358956
2864,0.5913939029866911
2865,0.3451037007581232
2866,0.8942214724349006
2867,0.42802583596697585
2868,0.7447107093518919
2869,0.7667086158345595
2870,0.9840473683497613
2871,0.48076185741816246
2872,0.004773396636636741
2873,0.7623574743494529
2874,0.9726482685028247
2875,0.8014772204062617
2876,0.7449575641767855
2877,0.015147998190062302
2878,0.6800505719545704
2879,0.9633060696888645
2880,0.010443699570877938
2881,0.6925283500691987
2882,0.0069677581716300905
2883,0.5833222496539049
2884,0.6926037272868932
2885,0.8995646614373475
2886,0.42657587881406783
2887,0.7760619061648769
2888,0.7479975111669308
2889,0.5403751579687517
2890,0.5249576932242822
2891,0.6710976121519393
2892,0.8802436087055487
2893,0.8235465542102565
2894,0.4177755641286566
2895,0.9696755037576903
2896,0.011425658333797379
2897,0.7095933298622534
2898,0.833633670536394
2899,0.5401629811290392
2900,0.28399803482669467
2901,0.8000919976398044
2902,0.8252614741077036
2903,0.014842066680368634
2904,0.6505354053754867
2905,0.9169193183750876
2906,0.02143880245445371
2907,0.4776852424125595
2908,0.5871804181408092
2909,0.8411398359947285
2910,0.7650544639521414
2911,0.5283022155665251
2912,0.8607301364856867
2913,0.8946454812780552
2914,0.004674415922813009
2915,0.8710515228459772
2916,0.9572619590769587
2917,0.5886680697223442
2918,0.00943192095075676
2919,0.8111208685433623
2920,0.007230336804543351
2921,0.009079202566168752
2922,0.8413557756639796
2923,0.9601059355623164
2924,0.00910961951844415
2925,0.9373694043614382
2926,0.9236074657596902
2927,0.49996437638418
2928,0.8026423150123304
2929,0.7937366259479604
2930,0.7543951216262589
2931,0.006460824976445902
2932,0.7902931967875712
2933,0.7166810078769194
2934,0.7776766738050838
2935,0.4534022508369841
2936,0.016911708641093263
2937,0.858444159489164
2938,0.32918315301800216
2939,0.7636130701860199
2940,0.004437261028899899
2941,0.6079450010998231
2942,0.7975886580463685
2943,0.8759198575730497
2944,0.8048593732371404
2945,0.8643022461452208
2946,0.0068592655837885165
2947,0.7397447602470256
2948,0.8321224996093816
2949,0.8207772749598224
2950,0.6977377103634759
2951,0.011628625952115208
2952,0.6071682278148395
2953,0.900716395607611
2954,0.010969233832760609
2955,0.01726111032010529
2956,0.34380476017697387
2957,0.38421982313808384
2958,0.45718144022547
2959,0.42838541156889076
2960,0.8839347653985871
2961,0.771962096235718
2962,0.44232915352799124
2963,0.8313168023569948
2964,0.6941696232231441
2965,0.8855677104237886
2966,0.7781836371637468
2967,0.30012264321492876
2968,0.7033047545263771
2969,0.7870866288076456
2970,0.7370191165108405
2971,0.8336562583845456
2972,0.5025838901433985
2973,0.9784515411309835
2974,0.038352878054629405
2975,0.48819232918867067
2976,0.811251425643614
2977,0.8133968272980034
2978,0.882211272518717
2979,0.9267652582793462
2980,0.6710812290113254
2981,0.807388181626786
2982,0.6949348613022523
2983,0.0125209247331029
2984,0.4518799247538451
2985,0.6933774905221715
2986,0.8307474948191278
2987,0.8601740685523934
2988,0.005898918565114688
2989,0.6905788549302924
2990,0.6326842912966105
2991,0.026613640053331725
2992,0.00903739955672494
2993,0.9294745840021347
